tag,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,emotion_vector
turned up,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0
let me love you,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
on the road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
moon,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
happy place,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
alone time,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
comfy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
summer heat,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
hugs and kisses,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
christmas cheer,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
kitchen dancing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
secret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
be happy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
beach day,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
bridal shower,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
summer camp,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
falling for you,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
skiing,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
fun time,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
wedding mix,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
get the party started,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
reckless,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
beach vibes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
endless summer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
sleeping songs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
happy heart,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
kickback,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
magic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
funky friday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
inspirational,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
pizza party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
birthday celebration,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
freak,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
get hyped,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
rager,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
summer days,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
nocturne,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
bachelor party,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
suicide,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
foreplay,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
walking on sunshine,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
sad,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
sadness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0
lovely day,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
mood boost,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
morning glory,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
peace,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
uplift,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
kick ass,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
psycho,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
afternoon delight,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
electric love,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
feel better,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
let's get weird,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
paranoid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
sad stuff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0
faith,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
first love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
wedding day,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
car trip,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
party chill,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0
pursuit of happiness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
sleep mix,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
psychedelia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
feel good mix,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
insanity,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0
motivational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
strength,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
sick,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
stripper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
fun in the sun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
sunday afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
lonely,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0
college party,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
dancing on my own,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
uncertain,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0
dangerous,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
gym tracks,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
road mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
heartache,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
new start,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
one love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
kill me,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
the party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
dark days,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
christmas spirit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
adrenaline,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
between the sheets,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
baby blue,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
crybaby,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
spooky,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
crazy in love,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
happy list,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
fridays,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
inspiring,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
electric,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
intimate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
for the road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
flying,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
problems,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
shame,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0
winter mix,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
valentine's day,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
depressing,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
heartbroken,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
romantics,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
dream,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
sleepover,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
get wrecked,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
sad boy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0
grooving,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
for the win,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
darkside,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
going away party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
party bangers,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
ultimate workout,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
weekends,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
wedding bells,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
fresh start,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
birthday mix,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
love of my life,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
safe and sound,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
adore you,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
depressing songs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
partying,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
higher love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
smooth sailing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
patriotic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
dancing in the dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
romantic style,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
waking up,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
sad love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
feel good incorporated,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
chill summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
teenage angst,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
victorious,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
dancing in the kitchen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
feel good friday,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
fierce,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0
beloved,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
honeymoon,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
humble,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
party starter,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
christmas day,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
pre-wedding,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
the wedding,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
wedding background,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
confidence,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0
give me love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
uplifting,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
glitter,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
new beginning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
saturday afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
tribal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
dancing with myself,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
friday afternoon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
wedding dj,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
midsummer,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
summer solstice,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
reflections,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
making love,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
shameless,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
garden party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
happy-go-lucky,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
massage,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
love myself,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
lose yourself,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
sit back and relax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
falling in love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
into the mystic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
the dark side,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
selfish,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
love on the brain,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
sunsets,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
wonderland,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
pre-game,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
halloween weekend,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
calming music,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
hurt,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
inspired,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0
sad mood,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
slow love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
pity party,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
happier,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
hopeless romantic,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
victory,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
aesthetics,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
brave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
frat party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
heartless,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
shotgun,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
peace love unity respect,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
sad girl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
heartbreaker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
girls weekend,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
real love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
popcorn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0
sex with me,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
unsteady,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
yin yoga,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
wake up happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
battlefield,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
