tag,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,emotion_vector
satan and hell,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0
great harmony,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
painfully fragile,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
steady loves,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
happy face,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
angry depression,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
for loving you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
nice and remembering,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
terrible lie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
sad and slow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
summertime sunshine,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
anger has to go somewhere,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
so sweet,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
awesome uplifting,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
filthy beat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
love is bullshit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
peak mental illness,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
when life sucks,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0
strong sad,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
my angry eyes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
love arrives,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
love and beauty,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
so enchanting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
double pain,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
instant joy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
relaxing mood,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
so me it scares me,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0 1.0 0.0 1.0 0.0 0.0 1.0 0.0
dangerous afraid and scared,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
love season,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
sweetheart,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0
enjoyable,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
celebrate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
just want to celebrate,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
makes me want to smile,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
positive feelings,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
imperfect love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
hot and sexy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
bombastic,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
keep on loving you,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
how romantic,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
best powerful,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
sappy but awesome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
relaxed vibes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
beautiful joy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
soul hurt,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
the worst type of sadness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
homophobia is so inappropriate,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
relaxing love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
i'm stone in love with you,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
classic feelgood,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
so many tears,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
tears and sadness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
angry and dark raw,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
good night,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
fully sick mate,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
love is stronger than pride,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
just love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
this is very energetic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
powerful emotion,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0 0.0 0.0 1.0 1.0 1.0 0.0 1.0
joyful lady,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
great fun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
soulful relaxing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
potentially offensive,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
screwed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
very good relaxing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
songs for sad moods,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
trust in me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
positive vibe,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
power of love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
truly romantic,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
in the mood for love,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0
merry christmas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
happy holidays,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
full blast,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0
baby love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
my happy ending,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
tragedy,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
i am a failure,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
work is unpleasant,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
love is here to stay,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
memorable night,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0
pure love,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
heartfelt hits,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
sophisticated sadness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
the lonely hearts,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
feeling happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
make me smile,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
holiday vibes,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
happy people,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
blessed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
delightfully happy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
kick your ass,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
never fail happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
happy thoughts,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
heart wrenching,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
beautiful and groovy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
funky sexy,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
boy with love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
fantastic voyage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
fantastic feeling,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
bye bye love,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
broken hearts,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
soulful females,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
brutal violence,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
cool mood before holidays,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
christmas vibes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
soulful and happy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
warm and happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
warm and soulful,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
"warm, soulful, and happy",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
very sexy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
quite bitter beings,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
bless,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
cloudy days are better,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
cruel intentions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
make me happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
super happy fun time,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
happy hormones,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
carrying your love with me,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
interesting but relaxing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
destroy everything you touch,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
please destroy me this way,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
serious fun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
new beginnings,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
infinite love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
get pumped,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
graduation party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
wedding reception,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
dinner party,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
feel goods,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
block party,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
party bus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
road trip,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
party mix,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0
rehearsal dinner,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
relaxing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
sunday mornings,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
fun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
toxic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
after hours,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
bad intentions,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
birthday,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
best friends forever,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
broken,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
cuddles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
death,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0
depressed,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
get lucky,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
heartbreak,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
levitate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
affectionate,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
sad vibes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
summer party,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0
turn up,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
evenings,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
beach mix,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
thoughts,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
saturday morning,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
tripping,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
homecoming,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
party hardy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
autumn leaves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
fun mix,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
lush,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0
morning sunshine,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
revolver,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
summer bbq,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
heart,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
darkness,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
happy hour,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
snowboard,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
depression,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
makes me happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
summer time,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
follow the sun,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0
stars,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
surf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
after dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0
after party,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
bachelorette party,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
christmas,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
fun times,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0
get hype,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
halloween dance,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
happy joyful,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
let's dance,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
serenity,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
twerk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0
wedding dance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
wedding dancing,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
beach days,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
have fun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
love sick,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
float on,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0
christmas is here,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
intimate moments,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0
uprising,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0
ethereal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
angry,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
